Severity level,Disease name,Text,References,drug_id
2,Alcoholism,"Nitroimidazoles (e.g., metronidazole, tinidazole, fexinidazole, secnidazole) may inhibit alcohol dehydrogenase and occasionally precipitate a disulfiram-like reaction in patients who consume alcohol w...More",,DDInter1649
3,Alcoholic Intoxication,The use of barbiturates is contraindicated in patients with acute alcohol intoxication exhibiting depressed vital signs.  The central nervous system depressant effects of barbiturates may be additive ...More,,DDInter1650
3,Substance-Related Disorders,"Barbiturates have the potential to cause dependence and abuse.  Tolerance as well as physical and psychological dependence can develop, particularly after prolonged use of excessive dosages.  Abrupt c...More",,DDInter1650
3,Liver Diseases,Barbiturates are extensively metabolized by the liver.  The plasma clearance of barbiturates may be decreased and the half-lives prolonged in patients with impaired hepatic function.  Therapy with bar...More,,DDInter1650
3,Porphyrias,The use of barbiturates is contraindicated in patients with a history of porphyria.  Barbiturates may exacerbate acute intermittent porphyria or porphyria variegata by inducing the enzymes responsible...More,,DDInter1650
3,Exanthema,"Skin eruptions may precede rare but potentially fatal barbiturate-induced reactions such as systemic lupus erythematosus and exfoliative dermatitis, the latter of which may be accompanied by hepatitis...More",,DDInter1650
3,Respiratory Insufficiency,"Barbiturates may produce severe respiratory depression, apnea, laryngospasm, bronchospasm and cough, particularly during rapid intravenous administration.  In usual hypnotic dosages, the degree of res...More",,DDInter1650
3,Cardiovascular Diseases,"The intravenous administration of barbiturates may produce severe cardiovascular reactions such as bradycardia, hypertension, or vasodilation with fall in blood pressure, particularly during rapid inf...More",,DDInter1650
3,Hypotension,Barbiturates should not be administered by injection to patients in shock or coma or who have recently received another respiratory depressant.  The hypnotic and hypotensive effects of these agents ma...More,,DDInter1650
2,Adrenal Insufficiency,"Barbiturates, especially phenobarbital, secobarbital and butabarbital, may diminish the systemic effects of exogenous and endogenous corticosteroids via induction of hepatic microsomal enzymes, thereb...More",,DDInter1650
2,Depressive Disorder,Barbiturates depress the central nervous system and may cause or exacerbate mental depression.  Therapy with barbiturates should be administered cautiously in patients with a history of depression or ...More,,DDInter1650
No matching records,,,,DDInter1651
2,Infections,"There have been reports of serious infections, including infections with opportunistic pathogens, and reactivation of latent infections in patients receiving interleukin inhibitors.  Treatment with th...More",,DDInter1652
2,Tuberculosis,"Before initiating certain interleukin inhibitors, patients should be screened for latent tuberculosis infection with a tuberculin skin test.  Do not administer these agents to patients with an active ...More",,DDInter1652
2,Inflammatory Bowel Diseases,"New onset and exacerbations of inflammatory bowel disease, in some cases serious, have been reported in patients treated with secukinumab.  Caution should be used when prescribing secukinumab to patie...More",,DDInter1652
3,Hypotension,"Dopamine agonists may impair the systemic regulation of blood pressure, with resultant orthostatic hypotension, especially during dose escalation.  Therapy with dopamine agonists should be monitored c...More",,DDInter1653
3,Psychotic Disorders,Patients with major psychotic disorders should ordinarily not be treated with selegiline because of the risk of exacerbating psychosis.,,DDInter1653
3,"Kidney Failure, Chronic",Small increments in serum BUN and creatinine have been observed in patients treated with high dose of selegiline.  Treatment with selegiline is not recommended in patients with severe renal impairment...More,,DDInter1653
2,Heart Diseases,"The use of selegiline has been associated with cardiovascular events such as tachycardia, bradycardia, syncope, hypertension, hypotension, arrhythmias, and aggravation of angina pectoris.  Therapy wit...More",,DDInter1653
2,Glaucoma,The use of selegiline may exacerbate glaucoma.  Therapy with selegiline should be administered cautiously in patients with glaucoma.,,DDInter1653
2,Hypertension,"Selegiline can cause hypertensive reactions and it should be used with caution in patients with hypertension.  Patients should report any symptoms such as occipital headache, palpitations, neck stiffn...More",,DDInter1653
2,Liver Diseases,"Patients with mild to moderate hepatic impairment (Child-Pugh 5 to 9), may require a dose reduction of selegiline depending on their clinical response.  Selegiline is not recommended in patients with ...More",,DDInter1653
2,Melanoma,Patients with Parkinson's disease have a higher risk of developing melanoma than the general population.  Patients and providers should be advised to monitor for melanoma frequently and regularly when...More,,DDInter1653
2,Sleep Wake Disorders,"Selegiline should be used with caution in patients with sleep disorders as it can cause somnolence.  Patients should exercise caution when driving, operating machines, or working at heights during tre...More",,DDInter1653
2,Urinary Retention,The use of selegiline may exacerbate urinary retention.  Therapy with selegiline should be administered cautiously in patients with urinary retention or obstruction.,,DDInter1653
2,Kidney Diseases,"The trace metals, chromium and zinc, are excreted primarily in the urine.  Selenium is partially excreted in the urine.  Supplemental doses of these agents may need to be adjusted, reduced, or omitted...More",,DDInter1654
2,Malabsorption Syndromes,"The trace metals manganese, chromium, copper, selenium, and zinc are absorbed in the GI tract from dietary sources and following administration of oral supplements.  GI absorption may be decreased in ...More",,DDInter1654
No matching records,,,,DDInter1655
2,Liver Failure,"Liver impairment can increase exposure to selexipag and its metabolites.  No dose adjustment is necessary in patients with mild impairment, but a once a day regimen is recommended in patients with mod...More",,DDInter1656
2,Kidney Diseases,No adjustment to the dosing regimen of selexipag is required in patients with estimated glomerular filtration rate > 15 mL/min/1.73m2.  There is no clinical experience with selexipag in patients with ...More,,DDInter1656
2,Gastrointestinal Diseases,"The use of selinexor can cause gastrointestinal toxicities.  Manage nausea/vomiting/diarrhea by dose interruption, reduction, or discontinuation.  Administer intravenous fluids and replace electrolyte...More",,DDInter1657
2,Liver Diseases,"Selinexor is metabolized by CYP450 3A4, multiple UDP-glucuronosyltransferases (UGTs) and glutathione S-transferases (GSTs).  Care is recommended when using this agent in patients with moderate to seve...More",,DDInter1657
2,Hyponatremia,The use of selinexor can cause hyponatremia.  Exercise care when using this agent in patients with hyperglycemia and high serum paraprotein levels.  It is recommended to treat hyponatremia per clinica...More,,DDInter1657
2,Neurotoxicity Syndromes,The use of selinexor may cause neurological toxicities.  Exercise care when using this agent in dehydrated patients and those with anemia.  It is recommended to optimize hydration status and hemoglobi...More,,DDInter1657
2,Neutropenia,The use of selinexor can cause neutropenia.  Exercise care when using this agent in neutropenic patients and those at risk of infections.  Monitor patients for signs and symptoms of concomitant infect...More,,DDInter1657
2,Kidney Diseases,"No clinically significant differences in the pharmacokinetics of selinexor were observed in patients with mild to severe renal impairment (CrCl 15 to 89 mL/min, estimated by the Cockcroft-Gault equati...More",,DDInter1657
2,Thrombocytopenia,The use of selinexor can cause thrombocytopenia.  Exercise care when using this agent in thrombocytopenic patients and those at risk of fatal hemorrhages.  Monitor platelet counts at baseline and peri...More,,DDInter1657
2,Weight Loss,"The use of selinexor can cause anorexia and weight loss.  Exercise care in patients with anorexia and those at risk for weight loss.  Manage with dose modifications, appetite stimulants, and nutrition...More",,DDInter1657
2,Hemorrhage,Serious including fatal hemorrhagic events can occur with the use of selpercatinib.  Care should be exercised when using this agent in patients with bleeding disorders.  It is recommended to permanent...More,,DDInter1658
2,Hypertension,Selpercatinib may cause hypertension and therapy should not be initiated in patients with uncontrolled hypertension.  Care should be exercised when using this agent in hypertensive patients.  Optimize...More,,DDInter1658
2,Liver Diseases,Selpercatinib is metabolized predominantly by CYP450 3A4.  The dose of selpercatinib should be reduced in patients with severe hepatic impairment.  No dosage modification is recommended for patients w...More,,DDInter1658
2,"Arrhythmias, Cardiac","Selpercatinib can cause concentration-dependent QT interval prolongation.  It is recommended to assess QT interval, electrolytes, and TSH at baseline and periodically during treatment and to adjust tr...More",,DDInter1658
2,"Kidney Failure, Chronic",The use of selpercatinib may increase serum creatinine.  It is recommended to consider alternative markers of renal function if persistent elevations in serum creatinine are observed.  No dosage modif...More,,DDInter1658
2,Cardiomyopathies,"Cardiomyopathy, defined as a decrease in left ventricular ejection fraction (LVEF) >=10% below baseline, occurred in over 20% of pediatric patients who received selumetinib.  The safety of this drug h...More",,DDInter1659
2,Hepatic Insufficiency,"Selumetinib exposure is increased in patients with moderate or severe hepatic impairment.  A recommended dosage has not been established for patients with severe hepatic impairment (Child-Pugh C), and...More",,DDInter1659
3,Mental Disorders,The use of semaglutide (Wegovy) for weight loss should be avoided in patients with a history of suicidal attempts or active suicidal ideation.  Suicidal behavior and ideation have been reported in cli...More,,DDInter1660
3,Thyroid Neoplasms,The use semaglutide is contraindicated in patients with a personal or family history of medullary thyroid carcinoma (MTC) or in patients with multiple endocrine neoplasia syndrome type 2 (MEN 2).  Pat...More,,DDInter1660
2,Gastrointestinal Diseases,"There have been postmarketing reports of acute kidney injury and worsening of chronic renal failure, which may sometimes require hemodialysis, in patients treated with GLP-1 receptor agonists, such as...More",,DDInter1660
2,Hypoglycemia,"The concomitant use of semaglutide with insulin and insulin secretagogues (e.g., sulfonylurea) may increase the risk of hypoglycemia.  It is recommended to use caution and a lower dose of insulin or i...More",,DDInter1660
2,Pancreatitis,"Pancreatitis has been reported with the use of semaglutide.  It is recommended to carefully observe patients for signs and symptoms of pancreatitis (including persistent severe abdominal pain, sometim...More",,DDInter1660
2,Diabetic Retinopathy,Semaglutide should be used with caution in patients with a history of diabetic retinopathy.  Rapid improvement in glucose control has been associated with a temporary worsening of diabetic retinopathy...More,,DDInter1660
2,Hypothyroidism,"Untreated hypothyroidism can jeopardize the response to sermorelin.  Therefore, thyroid levels should be evaluated prior to initiation of and throughout sermorelin therapy to ensure adequate levels.",,DDInter1661
3,Depressive Disorder,Adult and pediatric patients with depression and other psychiatric disorders may experience worsening of their symptoms and may have the emergence of suicidal thoughts and behavior.  Patients should b...More,,DDInter1662
2,Hyponatremia,"Treatment with SSRI antidepressants can cause hyponatremia.  Caution should be used when treating patients with hyponatremia or at greater risk of hyponatremia such as the elderly, patients taking diu...More",,DDInter1662
2,Glaucoma,"Some SSRI antidepressants such as fluoxetine, paroxetine and sertraline may have an effect on pupil size causing dilation.  This effect can potentially narrow the eye angle resulting in increased intr...More",,DDInter1662
2,Liver Diseases,Selective serotonin reuptake inhibitors (SSRIs) are primarily metabolized by the liver.  The plasma concentrations of SSRIs and their metabolites may be increased and the half-lives prolonged in patie...More,,DDInter1662
2,Mania,"Selective serotonin reuptake inhibitors (SSRIs), like other antidepressants, may occasionally cause or activate mania or hypomania.  The reported incidence ranged from 0.1% to 2% in premarketing testi...More",,DDInter1662
2,Blood Platelet Disorders,"The use of selective serotonin reuptake inhibitors (SSRIs) has been associated with altered platelet function.  Petechiae, purpura, ecchymosis, increased bleeding times, epistaxis and gastrointestinal...More",,DDInter1662
2,Epilepsy,"Selective serotonin reuptake inhibitors (SSRIs) may trigger seizures in approximately 0.2% of patients, and some of them are not recommended in patients with unstable epilepsy.  Therapy with SSRIs sho...More",,DDInter1662
2,Inappropriate ADH Syndrome,"The use of selective serotonin reuptake inhibitors (SSRIs) has rarely been associated with hyponatremia, sometimes secondary to development of the syndrome of inappropriate secretion of antidiuretic h...More",,DDInter1662
1,Kidney Diseases,"Sertraline is primarily metabolized by the liver.  Although renal excretion of unchanged drug appears to be a minor route of elimination, some metabolites are excreted in the urine to some extent.  Th...More",,DDInter1662
1,Weight Loss,"The use of selective serotonin reuptake inhibitors (SSRIs) may occasionally cause significant weight loss, which may be undesirable in patients suffering from anorexia, malnutrition or excessive weigh...More",,DDInter1662
3,Gastrointestinal Diseases,Sevelamer is contraindicated in patients with bowel obstruction.  Cases of bowel obstruction and perforation have been reported with the use of sevelamer.  Care and appropriate measures should be take...More,,DDInter1663
2,Deglutition Disorders,"Cases of dysphagia and esophageal tablet retention have been reported in association with use of the tablet formulation of sevelamer, some requiring hospitalization and intervention.  Consider using s...More",,DDInter1663
2,Kidney Diseases,Patients on peritoneal dialysis should be closely monitored to ensure the reliable use of appropriate aseptic technique with the prompt recognition and management of any signs and symptoms associated ...More,,DDInter1663
3,Hyperthermia,The use of sevoflurane is contraindicated in patients with known or suspected susceptibility to malignant hyperthermia.,,DDInter1664
2,Liver Diseases,"In a multicenter study to compare the safety of sevoflurane and isoflurane in patients with mild to moderate hepatic impairment, sevoflurane patients had prolonged terminal disposition of fluoride, as...More",,DDInter1664
2,Hyperkalemia,The use of inhaled anesthetic agents has been associated with rare increases in serum potassium levels that have resulted in cardiac arrhythmias and death in pediatric patients during the postoperativ...More,,DDInter1664
2,Intracranial Hypertension,Studies comparing sevoflurane to isoflurane for maintenance of anesthesia during neurosurgical procedures found no difference between sevoflurane and isoflurane with regard to recovery from anesthesia...More,,DDInter1664
2,Kidney Diseases,Limited data are available on the use of oral sevoflurane in patients with renal insufficiency.  Sevoflurane may be associated with glycosuria and proteinuria when used for long procedures at low flow...More,,DDInter1664
2,Seizures,"The use of sevoflurane has been associated with seizures.  The majority of cases were in children and young adults, most of whom had no medical history of seizures.  Seizures have occurred during, or ...More",,DDInter1664
3,Anorexia Nervosa,The use of sibutramine is contraindicated in patients with anorexia nervosa.  Sibutramine is an anorexiant used in the treatment of obesity.,,DDInter1665
3,Cardiovascular Diseases,"Sibutramine and its metabolites inhibit the reuptake of norepinephrine, serotonin, and dopamine and can induce substantial increases in heart rate and blood pressure in some patients.  Sibutramine the...More",,DDInter1665
3,Glaucoma,"Sibutramine and its metabolites inhibit the reuptake of norepinephrine, serotonin, and dopamine and can induce mydriasis.  In patients with narrow angles, pupillary dilation can provoke an acute attac...More",,DDInter1665
3,Liver Diseases,"Sibutramine is converted by the liver to two active metabolites, which are further metabolized to inactive substances and subsequently eliminated by the kidney.  Due to a lack of clinical data, the ma...More",,DDInter1665
2,"Diabetes Mellitus, Type 2","Obese, type 2 diabetic patients who achieve weight loss may demonstrate improved metabolic control of their disease as a result of their reduced weight.  Therefore, patients with type 2 diabetes melli...More",,DDInter1665
2,Seizures,"Sibutramine and its metabolites inhibit the reuptake of norepinephrine, serotonin, and dopamine.  In clinical trials, seizures were reported in < 0.1% of patients treated with sibutramine.  Therapy wi...More",,DDInter1665
2,Substance-Related Disorders,"Centrally-acting anorexiants are generally subject to habituation and abuse.  While sibutramine does not appear to have a significant potential for abuse, clinical data are limited.  Therapy with sibu...More",,DDInter1665
3,Cardiovascular Diseases,The use of phosphodiesterase-5 (PDE5) inhibitors is not recommended in patients with preexisting cardiovascular disease for whom sexual activity is inadvisable due to the potential cardiac risk.  Phys...More,,DDInter1666
3,Kidney Diseases,"The plasma clearance of phosphodiesterase-5 (PDE5) inhibitors may be decreased in patients with severe renal impairment, resulting in drug accumulation.  Therapy with these agents should be avoided in...More",,DDInter1666
3,Lung Diseases,Sildenafil injection for the treatment of pulmonary arterial hypertension (PAH) should not be used in patients with pulmonary veno-occlusive disease (PVOD) as it may significantly worsen the cardiovas...More,,DDInter1666
2,Priapism,Prolonged erection greater than 4 hours and priapism (painful erections greater than 6 hours) have been reported during treatment with phosphodiesterase-5 (PDE 5) inhibitors.  Priapism may result in p...More,,DDInter1666
2,Alcoholism,"Alcohol consumption may intensify the pressure-lowering effects of mild vasodilators, such as phosphodiesterase 5 (PDE5) inhibitors.  Therefore, patients that consume alcohol should be warned to limit...More",,DDInter1666
2,Hearing Loss,"Use of phosphodiesterase-5 (PDE5) inhibitors has been associated with sudden decrease or loss of hearing, which may be accompanied by tinnitus or dizziness.  Patients with hearing problems should stop...More",,DDInter1666
2,Liver Diseases,Phosphodiesterase 5 (PDE-5) inhibitors are cleared predominantly by hepatic metabolism.  The pharmacokinetic disposition of these agents has not been assessed in patients with severe hepatic impairmen...More,,DDInter1666
2,Retinitis Pigmentosa,Phosphodiesterase-5 (PDE5) inhibitors have been associated with transient impairment of color discrimination (blue/green) and blue- or color-tinged vision.  These agents also inhibit phosphodiesterase...More,,DDInter1666
2,Epilepsy,The use of phosphodiesterase 5 (PDE-5) inhibitors has been associated with seizures.  Therapy with these agents should be administered cautiously in patients with preexisting seizure disorders.,,DDInter1666
3,Hepatic Insufficiency,The use of silodosin is contraindicated in patients with severe hepatic impairment.  No dosage adjustment is needed in patients with mild or moderate hepatic impairment.,,DDInter1667
3,"Kidney Failure, Chronic",The use of silodosin is contraindicated in patients with severe renal impairment (CrCl < 30 mL/min).  Caution and regular monitoring is recommended in patients with moderate renal impairment as the pl...More,,DDInter1667
2,Hypotension,"Peripheral alpha 1- adrenergic receptor blocking agents (aka alpha 1- blockers) cause vasodilation and can produce marked hypotension, especially orthostatic hypotension with syncope or other postural...More",,DDInter1667
2,Cataract,"Intraoperative Floppy Iris Syndrome has been observed during cataract surgery in some patients on or previously treated with antiadrenergic agents.  If a patient is undergoing cataract surgery, the op...More",,DDInter1667
2,Infections,"There have been reports of serious infections, including infections with opportunistic pathogens, and reactivation of latent infections in patients receiving interleukin inhibitors.  Treatment with th...More",,DDInter1668
2,Peptic Ulcer Perforation,The use of siltuximab may cause gastrointestinal (GI) perforation.  Use with caution in patients who may be at increased risk for GI perforation.  It is recommended to closely monitor patients for sym...More,,DDInter1668
2,Liver Diseases,"Based on a population pharmacokinetic analysis using data from clinical trials in patients, no significant difference in siltuximab clearance was observed in patients with preexisting mild to moderate...More",,DDInter1668
2,Kidney Diseases,"Based on a population pharmacokinetic analysis using data from clinical trials in patients, no significant difference in siltuximab clearance was observed in patients with preexisting renal impairment...More",,DDInter1668
No matching records,,,,DDInter1669
No matching records,,,,DDInter1670
No matching records,,,,DDInter1671
No matching records,,,,DDInter1672
No matching records,,,,DDInter1673
No matching records,,,,DDInter1674
3,Liver Diseases,"The use of HMG-CoA reductase inhibitors is contraindicated in patients with active liver disease or unexplained, persistent elevations of serum transaminases.  HMG-CoA reductase inhibitors are extensi...More",,DDInter1675
3,Rhabdomyolysis,"Severe myopathy, including rhabdomyolysis with acute renal failure secondary to myoglobinuria, has been reported rarely with the use of HMG-CoA reductase inhibitors.  The myopathy may be dose-related ...More",,DDInter1675
3,Kidney Diseases,"Although simvastatin itself is not eliminated by the kidney, the plasma concentrations of total HMG-CoA reductase inhibitors after a single dose of simvastatin may be increased in patients with signif...More",,DDInter1675
2,Cognitive Dysfunction,"Cognitive impairment (e.g., memory loss, forgetfulness, amnesia, memory impairment, confusion) have been observed in patients receiving statins.  The reports are usually not serious, and reversible up...More",,DDInter1675
2,Diabetes Mellitus,Increases in HbA1c and fasting serum glucose levels have been reported with the use of certain HMG-CoA reductase inhibitors.  Caution should be exercised when using these agents in diabetic patients a...More,,DDInter1675
2,Kidney Diseases,"Some HMG-CoA reductase inhibitors such as fluvastatin, have not been studied in patients with severe renal impairment or end-stage renal disease.  Some others such as pitavastatin and simvastatin, req...More",,DDInter1675
3,Cardiovascular Diseases,"Siponimod is contraindicated in patients who in the last 6 months experienced myocardial infarction, unstable angina, stroke, TIA, decompensated heart failure requiring hospitalization, or Class III o...More",,DDInter1676
2,Brain Diseases,Rare cases of posterior reversible encephalopathy syndrome (PRES) have been reported in patients receiving a sphingosine 1-phosphate receptor modulator.  It is recommended to promptly schedule a compl...More,,DDInter1676
2,Multiple Sclerosis,"Rare cases of severe exacerbation of multiple sclerosis (MS), including disease rebound, have been reported after discontinuation of sphingosine 1-phosphate receptor modulator in MS treated patients. ...More",,DDInter1676
2,Infections,Siponimod causes a dose-dependent reduction in peripheral lymphocyte count to 20%-30% of baseline values because of reversible sequestration of lymphocytes in lymphoid tissues.  Initiation of treatmen...More,,DDInter1676
2,Liver Diseases,"Elevations of transaminases may occur in siponimod- treated patients, therefore, transaminase and bilirubin levels should be reviewed before initiation of therapy.  Patients who develop symptoms sugge...More",,DDInter1676
2,Macular Edema,"Macular edema was reported in 1.8% of patients receiving siponimod treatment, the majority of cases occurring within the first four months of therapy.  Patients with a history of uveitis and patients ...More",,DDInter1676
2,Thromboembolism,"The use of sipuleucel-T can cause thromboembolism, including deep venous thrombosis and pulmonary embolism.  It is recommended to exercise caution when using this agent in patients with risk factors f...More",,DDInter1677
2,Cerebrovascular Disorders,"Vascular disorders that include, cerebrovascular and cardiovascular events have occurred with the use of sipuleucel-T.  It is recommended to exercise caution when using this agent in patients with ris...More",,DDInter1677
3,Infections,"Serious and sometimes fatal infections have been reported in patients receiving immunosuppressive agents.  Patients receiving immunosuppressants are at increased risk of developing bacterial, viral, f...More",,DDInter1678
3,"Leukoencephalopathy, Progressive Multifocal",Immunosuppressive agents may increase the risk of progressive multifocal leukoencephalopathy (PML).  Certain agents are contraindicated in patients who have or have had PML.  Patients receiving chroni...More,,DDInter1678
2,Angioedema,"Sirolimus has been associated with the development of angioedema.  Patients at risk of developing angioedema and those using concomitant drugs known to cause angioedema, such as ACE inhibitors, may be...More",,DDInter1678
2,Hyperlipidemias,The use of sirolimus may increase serum cholesterol and triglycerides.  Care should be taken when prescribing this agent to hyperlipidemic patients.  It is recommended to assess the risk/benefit caref...More,,DDInter1678
2,Liver Diseases,Sirolimus is extensively metabolized in the intestinal wall and liver and undergoes counter-transport from enterocytes of the small intestine into the gut lumen.  The maintenance dose of sirolimus sho...More,,DDInter1678
2,Liver Diseases,"Interstitial Lung Disease (ILD)/Pneumonitis, including pneumonitis, bronchiolitis obliterans organizing pneumonia, and pulmonary fibrosis, some fatal, with no identified infectious etiology have occur...More",,DDInter1678
2,Kidney Diseases,"Renal function should be closely monitored during the co-administration of sirolimus with cyclosporine, because long-term administration of the combination has been associated with deterioration of re...More",,DDInter1678
3,Pancreatitis,There have been postmarketing reports of acute pancreatitis in patients taking DPP-4 inhibitors.  These drugs should be used with caution in patients with a history of pancreatitis or pancreatic disea...More,,DDInter1679
2,Kidney Diseases,It is recommended to assess renal function prior to initiating treatment with DPP-4 inhibitors.  Patients with moderate to severe renal insufficiency and end stage renal dysfunction will require a dos...More,,DDInter1679
No matching records,,,,DDInter1680
3,Water-Electrolyte Imbalance,"Alkalinizing agents containing sodium can induce sodium and water retention and result in hypernatremia, hypokalemia, hyperosmolality, edema and aggravation of congestive heart failure.  Therapy with ...More",,DDInter1681
2,Acid-Base Imbalance,Alkalinizing agents act as proton acceptors and/or dissociate to provide bicarbonate ions.  Elimination of bicarbonate is decreased in patients with renal impairment and can result in metabolic alkalo...More,,DDInter1681
No matching records,,,,DDInter1682
3,Water-Electrolyte Imbalance,"Alkalinizing agents containing sodium can induce sodium and water retention and result in hypernatremia, hypokalemia, hyperosmolality, edema and aggravation of congestive heart failure.  Therapy with ...More",,DDInter1683
2,Acid-Base Imbalance,Alkalinizing agents act as proton acceptors and/or dissociate to provide bicarbonate ions.  Elimination of bicarbonate is decreased in patients with renal impairment and can result in metabolic alkalo...More,,DDInter1683
3,Bone Diseases,"The use of cellulose sodium phosphate is contraindicated in patients with hyperparathyroidism (primary or secondary), bone disease (osteomalacia, osteoporosis), or low intestinal absorption and renal ...More",,DDInter1684
3,Water-Electrolyte Imbalance,"The use of cellulose sodium phosphate is contraindicated in patients with undiagnosed hypophosphatemia (possible renal dysfunction or hypoparathyroidism), hypocalcemia (possible hypoparathyroidism, ma...More",,DDInter1684
3,Water-Electrolyte Imbalance,"Sodium chloride can induce sodium and water retention and result in hypernatremia, hypokalemia, edema and aggravation of congestive heart failure.  Therapy with sodium- containing agents should be adm...More",,DDInter1684
3,Water-Electrolyte Imbalance,"Sodium chloride can induce sodium and water retention and result in hypernatremia, hypokalemia, edema and aggravation of congestive heart failure.  Therapy with sodium- containing agents should be adm...More",,DDInter1685
2,Acidosis,Administration of excessive amounts of sodium chloride can increase chloride concentrations and cause a loss of bicarbonate that results in metabolic acidosis.   Clinical monitoring of acid/base balan...More,,DDInter1685
3,Water-Electrolyte Imbalance,"Alkalinizing agents containing sodium can induce sodium and water retention and result in hypernatremia, hypokalemia, hyperosmolality, edema and aggravation of congestive heart failure.  Therapy with ...More",,DDInter1686
3,Inflammatory Bowel Diseases,The use of laxatives is contraindicated in patients with inflammatory bowel disease.  Patients with inflammatory bowel disease may experience colonic perforation with use of stimulant laxatives.,,DDInter1686
3,Intestinal Obstruction,The use of laxatives is contraindicated in patients with intestinal obstruction disorders.  Patients with intestinal obstruction disorders may need their underlying condition treated to correct the co...More,,DDInter1686
2,Acid-Base Imbalance,Alkalinizing agents act as proton acceptors and/or dissociate to provide bicarbonate ions.  Elimination of bicarbonate is decreased in patients with renal impairment and can result in metabolic alkalo...More,,DDInter1686
2,"Thyroid Hormone Metabolism, Abnormal",Elevated serum iodine levels can lead to altered thyroid function and metabolic abnormalities in patients receiving oral iodine therapy as well as topical therapy.  Iodine should be used cautiously in...More,,DDInter1689
2,Kidney Diseases,"Sodium iodide is known to be substantially excreted by the kidney, and the risk of toxic reactions to this drug may be greater in patients with impaired renal function.",,DDInter1689
3,Depressive Disorder,"A variety of abnormal thinking and behavior changes have been reported to occur in association with the use of most anxiolytics, sedatives and hypnotics.  Some of these changes include decreased inhib...More",,DDInter1690
3,Alcoholism,Sodium oxybate should not be used with alcohol.  This drug should be used with caution in patients with history of drug or alcohol abuse.  The inappropriate use of this drug alone or in combination wi...More,,DDInter1690
2,Glaucoma,"Some hypnotic drugs can have an anticholinergic effect and should be used with caution in patients with glaucoma, and trouble urinating due to retention or enlarged prostate.",,DDInter1690
2,Liver Diseases,"In general, anxiolytics, sedatives and hypnotics are extensively metabolized by the liver.  Their plasma clearance may be decreased and their half-life prolonged in patients with impaired hepatic func...More",,DDInter1690
2,Cardiovascular disease,"Sodium oxybate has a high content of salt, and it should be used with caution in patients sensitive to salt intake such as patients with heart failure, hypertension, or renal impairment.",,DDInter1690
2,"Sleep Apnea, Obstructive",The use of sodium oxybate may impair the respiratory drive especially in patients with compromised respiratory function.  Sodium oxybate should be used cautiously in patients with sleep apnea and slee...More,,DDInter1690
No matching records,,,,DDInter1691
No matching records,,,,DDInter1692
No matching records,,,,DDInter1693
3,Intestinal Obstruction,"The use of sodium zirconium cyclosilicate should be avoided in patients with severe constipation, bowel obstruction or impaction, including abnormal postoperative bowel motility disorders.  This medic...More",,DDInter1694
2,Edema,"Each 5 g dose of sodium zirconium cyclosilicate contains approximately 400 mg of sodium, and can cause edema, which was generally mild to moderate in severity in clinical trials.  Patients should be m...More",,DDInter1694
3,IMMUNE SUPPRESSION,HBV reactivation has been reported during or after completion of HCV direct-acting antiviral therapy in HCV/HBV-coinfected patients who were not receiving HBV antiviral therapy; some cases resulted in...More,,DDInter1695
2,Hepatic Insufficiency,Sofosbuvir is extensively metabolized in the liver.  The safety and efficacy of sofosbuvir as a single agent have not been established in patients with decompensated cirrhosis.  No dosage adjustment i...More,,DDInter1695
2,Kidney Diseases,The safety and efficacy of sofosbuvir as a single agent have not been established in patients with severe renal impairment (eGFR less than 30 mL/min/1.73m2) or ESRD requiring hemodialysis.  No dosage ...More,,DDInter1695
3,Gastrointestinal Diseases,The use of solifenacin is contraindicated in patients with gastric retention.  Caution is advised even when using this agent in patients with decreased gastrointestinal motility.,,DDInter1696
3,"Kidney Failure, Chronic",Solifenacin should be used with caution in patients with renal impairment.  Increase in half-life and AUC have been demonstrated in patients with severe renal impairment.  Caution should be taken when...More,,DDInter1696
3,Liver Failure,Solifenacin should be used with caution in patients with reduced hepatic function.  Increase in half-life and AUC have been demonstrated in patients with reduce hepatic impairment.  Caution should be ...More,,DDInter1696
3,"Glaucoma, Angle-Closure",The use of solifenacin is contraindicated in patients with uncontrolled narrow-angle glaucoma.  Caution is advised even when using this agent in patients with narrow-angle glaucoma.,,DDInter1696
3,Urethral Obstruction,The use of solifenacin is contraindicated in patients with urinary retention.  Caution is advised even when using this agent in patients with clinically significant bladder outflow obstruction.,,DDInter1696
2,Central Nervous System Diseases,"Solifenacin is associated with anticholinergic central nervous system (CNS) effects.  Patients should be monitored for signs of anticholinergic CNS effects, particularly after beginning treatment or i...More",,DDInter1696
2,Long QT Syndrome,Dose dependent prolongation in QT interval has been observed with the use of solifenacin.  This drug should be used with caution in patients with a known history of QT prolongation or patients who are...More,,DDInter1696
2,Cardiotoxicity,"Solriamfetol increases systolic blood pressure, diastolic blood pressure, and heart rate in a dose-dependent fashion.  It is recommended to exercise caution when treating patients at higher risk of ca...More",,DDInter1697
2,Psychotic Disorders,"The use of solriamfetol may cause adverse psychiatric reactions, including anxiety, insomnia, and irritability.  It is recommended to exercise caution when treating patients who have a history of psyc...More",,DDInter1697
